db_id,query,question,hardness,lang
medizinisch_technische_infrastruktur,"SELECT S.name_de as kanton_mit_meisten_untersuchungen_pro_geraet,
  ROUND(SUM(T.anzahl_untersuchungen_total) / SUM(T.anzahl_gerate), 0) as untersuchungen_pro_geraet,
  SUM(T.anzahl_gerate) as anzahl_geraete
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.jahr = 2021
  AND T.genutzte_infrastruktur LIKE 'CT%'
  AND T.anzahl_gerate != 0
GROUP BY S.name_de
ORDER BY untersuchungen_pro_geraet DESC LIMIT 5;
"," Welche fünf Kantone machte 2021 den besten Nutzen von seiner CT Scanner mit den meisten Untersuchungen pro CT Scanner und wieviele Untersuchungen gab es pro Gerät und auf wieviele Geräte verteilten sie sich?
",unknown,de
medizinisch_technische_infrastruktur,"SELECT SUM(T.anzahl_gerate) as gerate_anzahl_2020, T.genutzte_infrastruktur
FROM medizinisch_technische_infrastruktur as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND T.jahr = 2020
GROUP BY T.genutzte_infrastruktur
ORDER BY gerate_anzahl_2020 DESC;
"," Welche medizinischen Geräte zählen in der Schweiz zur medizinischen Infrastruktur und wieviele gab es davon jeweils 2020? Sortiere nach Geräteanzahl.
",unknown,de
medizinisch_technische_infrastruktur,"WITH Untersuchungen2013 AS (
SELECT SUM(T1.anzahl_untersuchungen_total) as anzahl_untersuchungen_gesamt_2013,
  SUM(T1.anzahl_ambulante_untersuchungen) as anzahl_ambulante_untersuchungen_2013,
  SUM(T1.anzahl_stationare_untersuchungen) as anzahl_stationare_untersuchungen_2013,
  SUM(T1.anzahl_gerate) as anzahl_gerate_2013,
  S1.name_de as kanton
    FROM medizinisch_technische_infrastruktur as T1
    JOIN spatial_unit as S1 on T1.spatialunit_uid = S1.spatialunit_uid
    WHERE S1.canton = 'TRUE'
      AND T1.jahr = 2013
    GROUP BY S1.name_de
),
Untersuchungen2021 AS (
    SELECT SUM(T2.anzahl_untersuchungen_total) as anzahl_untersuchungen_gesamt_2021,
      SUM(T2.anzahl_ambulante_untersuchungen) as anzahl_ambulante_untersuchungen_2021,
      SUM(T2.anzahl_stationare_untersuchungen) as anzahl_stationare_untersuchungen_2021,
      SUM(T2.anzahl_gerate) as anzahl_gerate_2021,
      S2.name_de as kanton2021
    FROM medizinisch_technische_infrastruktur as T2
    JOIN spatial_unit as S2 on T2.spatialunit_uid = S2.spatialunit_uid
    WHERE S2.canton = 'TRUE'
      AND T2.jahr = 2021
    GROUP BY S2.name_de
)
SELECT
    U2013.kanton,
    U2021.anzahl_untersuchungen_gesamt_2021 - U2013.anzahl_untersuchungen_gesamt_2013 AS zuwachs_untersuchungen_gesamt,
    U2021.anzahl_ambulante_untersuchungen_2021 - U2013.anzahl_ambulante_untersuchungen_2013 AS zuwachs_ambulante_untersuchungen,
    U2021.anzahl_stationare_untersuchungen_2021 - U2013.anzahl_stationare_untersuchungen_2013 AS zuwachs_statinonäre_untersuchungen,
    U2021.anzahl_gerate_2021 - U2013.anzahl_gerate_2013 AS zuwachs_geraete
FROM Untersuchungen2013 AS U2013
JOIN Untersuchungen2021 AS U2021 ON U2013.kanton = U2021.kanton2021
ORDER BY zuwachs_untersuchungen_gesamt DESC
LIMIT 3;
"," Welchem drei Kantone hatte den grössten Zuwachs und Untersuchungen mit medizinischen Geräten zwischen 2013 and 2021 und wieviel hoch war der Zuwachs verteilt auf ambulante und stationäre Untersuchungen und Geräte?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.jahr as jahr_mit_den_meisten_volksabstimmungen, COUNT(*) as anzahl_volksabstimmungen
FROM volksabstimmung_nach_kanton_seit_1861 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
GROUP BY T.jahr
ORDER BY anzahl_volksabstimmungen DESC LIMIT 1;
"," Welches Jahr hatte die meisten Volksabstimmungen und wieviele Volksabstimmungen gab es da?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.vorlage, T.jahr, T.beteiligung_in_prozent, T.ja_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND LOWER(T.vorlage) LIKE '%klima%';
"," Welche Vorlagen hatten mit dem Klima zu tun, wann fanden sie statt, wie waren Beteiligung und Ergebnis?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT
  ROUND((100 * COUNT(CASE WHEN T.ja_in_prozent > 50 THEN 1 ELSE NULL END)) /
  COUNT(*), 2) AS prozent_angenommene_vorlagen,
  ROUND((100 * COUNT(CASE WHEN T.ja_in_prozent <= 50 THEN 1 ELSE NULL END)) /
  COUNT(*), 2) AS prozent_zurueckgewiesene_vorlagen
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE';
"," Wieviel Prozent der Vorlagen wurden angenommen und wieviel Prozent wurden zurückgewiesen?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT S.name_de as kanton_gegen_klimaschutzgesetz, T.ja_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
AND LOWER(T.vorlage) LIKE '%bundesgesetz%klimaschutz%' AND T.jahr = 2023
AND T.ja_in_prozent <= 50
GROUP BY S.name_de, T.vorlage, T.jahr, T.ja_in_prozent;
"," Welche Kantone haben 2023 gegen das Bundesgesetz über Klimaschutz gestimmt und wieviel Prozent Ja Stimmen gab es dort jeweils?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.vorlage AS vorlage_mit_wenigsten_gueltigen_stimmenzetteln, T.jahr,
  MIN(T.anzahl_gueltige_stimmzettel) AS anzahl_gueltige_stimmzettel, T.beteiligung_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE' AND S.name_de = 'Schweiz'
GROUP BY T.vorlage, T.jahr, T.beteiligung_in_prozent
ORDER BY anzahl_gueltige_stimmzettel ASC LIMIT 1;
"," Welche Volksabstimmung und in welchem Jahr hatte die wenigsten gültigen Stimmenzettel? Wieviele waren es? Und wie hoch war die Wahlbeteiligung?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT S.name_de AS kanton, AVG(T.anzahl_stimmberechtigte) AS durchschnittliche_anzahl_stimmberechtigte_2023
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
AND T.jahr = 2023
GROUP BY S.name_de
ORDER BY durchschnittliche_anzahl_stimmberechtigte_2023 ASC LIMIT 3;
"," Welche drei Kanton hatten im Jahr 2023 durchschnittlich die wenigsten Stimmberechtigten? Wieviel Stimmberechtigte waren es jeweils?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.vorlage, T.jahr, S.name_de AS kanton, T.ja_in_prozent as hoechste_annahme, T.beteiligung_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.ja_in_prozent IS NOT NULL
ORDER BY hoechste_annahme DESC LIMIT 1;
"," Welche Vorlage in welchem Jahr und welchem Kanton bekam jemals die höchste Annahme in Prozent und wie hoch war diese Annahme bei welcher Wahlbeteiligung?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT S.name AS gemeinde, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 1995
ORDER BY endverbrauch_elektrizitaet_mwh DESC
LIMIT 1;
"," Welche Gemeinde in Basel-Landschaft hatte 1995 den höchsten Stromverbrauch?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT S.name AS gemeinde, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2012
ORDER BY endverbrauch_elektrizitaet_mwh ASC
LIMIT 3;
"," Welche drei Gemeinden in Basel-Landschaft hatten im Jahr 2012 den geringsten Stromverbrauch?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr , AVG(T.endverbrauch_elektrizitaet_mwh) as mittlerer_endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2000
    AND T.jahr <= 2020
GROUP BY T.jahr
ORDER BY T.jahr DESC;
"," Wie hoch war der durchschnittliche jährliche Stromverbrauch der Gemeinden im Kanton Basel-Landschaft in den Jahren 2000 bis 2020?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr , T.endverbrauch_elektrizitaet_mwh as endverbrauch_elektrizitaet_mwh_blauen
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr < 2000
    AND S.name IN ('Blauen', 'Blauen (BL)')
ORDER BY T.jahr DESC;
"," Wie hoch war der jährliche Stromverbrauch von Blauen im Kanton Basel-Landschaft vor dem Jahr 2000?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Muttenz', 'Muttenz (BL)')
ORDER BY T.endverbrauch_elektrizitaet_mwh DESC
LIMIT 1;
"," In welchem Jahr hatte Muttenz in Basel-Landschaft den höchsten Stromverbrauch?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr, S.name AS gemeinde, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
ORDER BY T.endverbrauch_elektrizitaet_mwh DESC
LIMIT 1;
"," Wie hoch war der höchste jemals gemessene jährliche Stromverbrauch in einer Gemeinde in Basel-Landschaft? Geben Sie auch den Namen der Gemeinde an.
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT 1 - (
    SUM(CAST(T.anzahl_unbekannt_konfession AS FLOAT)) / SUM(T.gesamt_anzahl_personen)
) AS proportion_known_religion_basel_land_2021
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2021
GROUP BY T.jahr;
"," Welcher Anteil der Bevölkerung von Basel-Landschaft gehörte 2021 einer bekannten Religion an?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT S.name, CAST(SUM(T.anzahl_evangelisch_reformiert) AS FLOAT) / SUM(T.gesamt_anzahl_personen) as proportion_protestants_2008
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2008
GROUP BY S.name
ORDER BY proportion_protestants_2008 DESC
LIMIT 5;
"," Welche 5 Gemeinden hatten 2008 den höchsten Anteil an Reformierten im Kanton Basel-Landschaft?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT SUM(
    CASE WHEN (T1.anzahl_romisch_katholisch + T1.anzahl_christkatholisch) > T1.anzahl_evangelisch_reformiert THEN 1 ELSE 0 END
) / CAST(COUNT(T1.anzahl_evangelisch_reformiert) AS FLOAT) AS proprtion_municipalities_more_catholics_than_reformed_2018
FROM (
    SELECT
        S.name as municipality,
        AVG(T.anzahl_christkatholisch) as anzahl_christkatholisch,
        AVG(T.anzahl_romisch_katholisch) as anzahl_romisch_katholisch,
        AVG(T.anzahl_evangelisch_reformiert) as anzahl_evangelisch_reformiert
    FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr = 2018
        AND T.nationalitat = 'Schweiz'
    GROUP BY S.name
) AS T1;
"," Wie hoch war der Anteil der Gemeinden im Kanton Basel-Landschaft, in denen es 2018 mehr Katholiken als Protestanten unter der Schweizer Bevölkerung gab?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT T.jahr, SUM(T.gesamt_anzahl_personen) as population
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Pratteln', 'Pratteln (BL)')
    AND T.jahr >= 2017
    AND T.jahr <= 2019
GROUP BY T.jahr
ORDER BY T.jahr ASC;
"," Zeigen Sie mir die Entwicklung der Bevölkerung von Pratteln, in Basel-Landschaft, zwischen 2017 und 2019.
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT T.jahr, T.anzahl_romisch_katholisch
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Binningen', 'Binningen (BL)')
    AND T.jahr = 2005
    AND T.nationalitat = 'Schweiz';
"," Wie viele Schweizer Einwohner hatte Binningen, BL im Jahr 2005?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT SUM(CAST(T.anzahl_unbekannt_konfession AS FLOAT)) / SUM(T.gesamt_anzahl_personen) AS proportion_unknown_religion_ettingen_2011
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Ettingen', 'Ettingen (BL)')
    AND T.nationalitat = 'Ausland'
    AND T.jahr = 2011;
"," Welcher Anteil der ausländischen Bevölkerung von Ettingen, BL, hatte 2011 eine unbekannte Konfession?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT T.jahr, SUM(T.anzahl_evangelisch_reformiert) as number_reformed_evangelics
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Allschwil', 'Allschwil (BL)')
    AND T.jahr >= 2010
    AND T.jahr <= 2015
GROUP BY T.jahr;
"," Wie hat sich die Anzahl der Reformierten in Allschwil, im Kanton Basel-Landschaft, zwischen 2010 und 2015 entwickelt?
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT S.name AS gemeinde
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2022
ORDER BY T.quadratmeterpreis_chf DESC
LIMIT 1;
"," Welche Gemeinde in Basel-Landschaft hatte 2022 das teuerste Bauland?
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT
    S.name AS gemeinde,
    (
        SUM(CASE WHEN T.jahr = 2020 THEN T.quadratmeterpreis_chf ELSE 0 END) -
        SUM(CASE WHEN T.jahr = 2010 THEN T.quadratmeterpreis_chf ELSE 0 END)
    ) AS preisanderung_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2010, 2020)
GROUP BY S.name
ORDER BY preisanderung_chf DESC
LIMIT 1;
"," In welcher Gemeinde des Kantons Basel-Landschaft ist der Preis für Wohnbauland zwischen 2010 und 2020 am stärksten gestiegen, und um wie viel ist er gestiegen?
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT T1.name AS gemeinde, T1.preisanderung_chf
FROM (
    SELECT
        S.name,
        (
            SUM(CASE WHEN T.jahr = 2019 THEN T.quadratmeterpreis_chf ELSE 0 END) -
            SUM(CASE WHEN T.jahr = 2015 THEN T.quadratmeterpreis_chf ELSE 0 END)
        ) AS preisanderung_chf
    FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr <= 2015
        AND T.jahr <= 2019
    GROUP BY S.name
) as T1
WHERE T1.preisanderung_chf < 0
ORDER BY T1.preisanderung_chf ASC ;
"," Welche Gemeinden in Basel-Landschaft hatten zwischen 2015 und 2019 einen Rückgang der Wohnbaulandpreise? Zeigen Sie auch die Preisänderungen an.
",unknown,de
